Count,Modulation,Phase_Noise,IQ_Imbalance,Interference,SNR_Range
1,8-ASK,0.00,0.00,0.00,76
111,w5,2,8-ASK,0.00,0.00,0.00,76
111,w5,3,8-ASK,0.00,0.00,0.00,76
111,w5,4,8-ASK,0.00,0.00,0.00,76
111,w5,5,8-ASK,0.00,0.00,0.00,76
111,w5,6,8-ASK,0.00,0.00,0.00,76
111,w5,7,8-ASK,0.00,0.00,0.00,76
111,w5,8,8-ASK,0.00,0.00,0.00,76
111,w5,9,8-ASK,0.00,0.00,0.00,76
111,w5,10,8-ASK,0.00,0.00,0.00,76
111,w5,11,8-ASK,0.00,0.00,0.00,76
111,w5,12,8-ASK,0.00,0.00,0.00,76
111,w5,13,8-ASK,0.00,0.00,0.00,76
111,w5,14,8-ASK,0.00,0.00,0.00,76
111,w5,15,8-ASK,0.00,0.00,0.00,76
111,w5,16,8-ASK,0.00,0.00,0.00,76
111,w5,17,8-ASK,0.00,0.00,0.00,76
111,w5,18,8-ASK,0.00,0.00,0.00,76
111,w5,19,8-ASK,0.00,0.00,0.00,76
111,w5,20,8-ASK,0.00,0.00,0.00,76
111,w5,21,8-ASK,0.00,0.00,0.00,76
111,w5,22,8-ASK,0.00,0.00,0.00,76
111,w5,23,8-ASK,0.00,0.00,0.00,76
111,w5,24,8-ASK,0.00,0.00,0.00,76
111,w5,25,8-ASK,0.00,0.00,0.00,76
111,w5,26,8-ASK,0.00,0.00,0.00,76
111,w5,27,8-ASK,0.00,0.00,0.00,76
111,w5,28,8-ASK,0.00,0.00,0.00,76
111,w5,29,8-ASK,0.00,0.00,0.00,76
111,w5,30,8-ASK,0.00,0.00,0.00,76
111,w5,31,8-ASK,0.00,0.00,0.00,76
111,w5,32,8-ASK,0.00,0.00,0.00,76
111,w5,33,8-ASK,0.00,0.00,0.00,76
111,w5,34,8-ASK,0.00,0.00,0.00,76
111,w5,35,8-ASK,0.00,0.00,0.00,76
111,w5,36,8-ASK,0.00,0.00,0.00,76
111,w5,37,8-ASK,0.00,0.00,0.00,76
111,w5,38,8-ASK,0.00,0.00,0.00,76
111,w5,39,8-ASK,0.00,0.00,0.00,76
111,w5,40,8-ASK,0.00,0.00,0.00,76
111,w5,41,8-ASK,0.00,0.00,0.00,76
111,w5,42,8-ASK,0.00,0.00,0.00,76
111,w5,43,8-ASK,0.00,0.00,0.00,76
111,w5,44,8-ASK,0.00,0.00,0.00,76
111,w5,45,8-ASK,0.00,0.00,0.00,76
111,w5,46,8-ASK,0.00,0.00,0.00,76
111,w5,47,8-ASK,0.00,0.00,0.00,76
111,w5,48,8-ASK,0.00,0.00,0.00,76
111,w5,49,8-ASK,0.00,0.00,0.00,76
111,w5,50,8-ASK,0.00,0.00,0.00,76
111,w5,51,8-ASK,0.00,0.00,0.00,76
111,w5,52,8-ASK,0.00,0.00,0.00,76
111,w5,53,8-ASK,0.00,0.00,0.00,76
111,w5,54,8-ASK,0.00,0.00,0.00,76
111,w5,55,8-ASK,0.00,0.00,0.00,76
111,w5,56,8-ASK,0.00,0.00,0.00,76
111,w5,57,8-ASK,0.00,0.00,0.00,76
111,w5,58,8-ASK,0.00,0.00,0.00,76
111,w5,59,8-ASK,0.00,0.00,0.00,76
111,w5,60,8-ASK,0.00,0.00,0.00,76
111,w5,61,8-ASK,0.00,0.00,0.00,76
111,w5,62,8-ASK,0.00,0.00,0.00,76
111,w5,63,8-ASK,0.00,0.00,0.00,76
111,w5,64,8-ASK,0.00,0.00,0.00,76
111,w5,65,8-ASK,0.00,0.00,0.00,76
111,w5,66,8-ASK,0.00,0.00,0.00,76
111,w5,67,8-ASK,0.00,0.00,0.00,76
111,w5,68,8-ASK,0.00,0.00,0.00,76
111,w5,69,8-ASK,0.00,0.00,0.00,76
111,w5,70,8-ASK,0.00,0.00,0.00,76
111,w5,71,8-ASK,0.00,0.00,0.00,76
111,w5,72,8-ASK,0.00,0.00,0.00,76
111,w5,73,8-ASK,0.00,0.00,0.00,76
111,w5,74,8-ASK,0.00,0.00,0.00,76
111,w5,75,8-ASK,0.00,0.00,0.00,76
111,w5,76,8-ASK,0.00,0.00,0.00,76
111,w5,77,8-ASK,0.00,0.00,0.00,76
111,w5,78,8-ASK,0.00,0.00,0.00,76
111,w5,79,8-ASK,0.00,0.00,0.00,76
111,w5,80,8-ASK,0.00,0.00,0.00,76
111,w5,81,8-ASK,0.00,0.00,0.00,76
111,w5,82,8-ASK,0.00,0.00,0.00,76
111,w5,83,8-ASK,0.00,0.00,0.00,76
111,w5,84,8-ASK,0.00,0.00,0.00,76
111,w5,85,8-ASK,0.00,0.00,0.00,76
111,w5,86,8-ASK,0.00,0.00,0.00,76
111,w5,87,8-ASK,0.00,0.00,0.00,76
111,w5,88,8-ASK,0.00,0.00,0.00,76
111,w5,89,8-ASK,0.00,0.00,0.00,76
111,w5,90,8-ASK,0.00,0.00,0.00,76
111,w5,91,8-ASK,0.00,0.00,0.00,76
111,w5,92,8-ASK,0.00,0.00,0.00,76
111,w5,93,8-ASK,0.00,0.00,0.00,76
111,w5,94,8-ASK,0.00,0.00,0.00,76
111,w5,95,8-ASK,0.00,0.00,0.00,76
111,w5,96,8-ASK,0.00,0.00,0.00,76
111,w5,97,8-ASK,0.00,0.00,0.00,76
111,w5,98,8-ASK,0.00,0.00,0.00,76
111,w5,99,8-ASK,0.00,0.00,0.00,76
111,w5,100,8-ASK,0.00,0.00,0.00,76
111,w5,101,8-ASK,0.00,0.00,0.00,76
111,w5,102,8-ASK,0.00,0.00,0.00,76
111,w5,103,8-ASK,0.00,0.00,0.00,76
111,w5,104,8-ASK,0.00,0.00,0.00,76
111,w5,105,8-ASK,0.00,0.00,0.00,76
111,w5,106,8-ASK,0.00,0.00,0.00,76
111,w5,107,8-ASK,0.00,0.00,0.00,76
